node1,node2,weight
Dexter,The Borgias,62
Dexter,Showtime Documentary Films,13
Dexter,Le Club 700,52
เท่ง โหน่ง วิทยาคม,คนอวดผี,76
เท่ง โหน่ง วิทยาคม,Thailand's Got Talent,31
bref,Le SAV d'Omar et Fred,92
bref,Quotidien avec Yann Barthès,62
Courtney Loves Dallas,Southern Charm,52
CNBC Fast Money,Mad Money,92
CNBC Fast Money,Squawk Box,17
Jornal da Record - JR,Câmera Record,8
Jornal da Record - JR,Fala Brasil,13
Jornal da Record - JR,Roberto Justus +,19
Jornal da Record - JR,Pajuçara Noite,53
Catastrophe (Amazon Original),RTP - Festival da Canção,58
Catastrophe (Amazon Original),Söngvakeppnin,67
Catastrophe (Amazon Original),Junior Eurovision Song Contest,32
Catastrophe (Amazon Original),Armenia in Eurovision,50
Premios Tu Mundo,La Voz Kids,29
Premios Tu Mundo,Rise,82
Premios Tu Mundo,Sangre De Mi Tierra,65
Premios Tu Mundo,AL ROJO VIVO,59
ZDF-Fernsehgarten,ZDF heute-show,18
ZDF-Fernsehgarten,Die Küchenschlacht,85
Deadline - DR,Vi ses hos Clement,84
Deadline - DR,Detektor - DR,50
Deadline - DR,Debatten - DR,13
Deadline - DR,DR2 Dokumania,59
Ready for Love,Sean Saves the World,20
Ready for Love,The Biggest Loser,35
ARTE Karambolage,Die Sendung mit der Maus,43
ARTE Karambolage,28 minutes,35
ARTE Karambolage,Lip Sync Battle Philippines,23
ARTE Karambolage,Mit offenen Karten,38
Das perfekte Dinner,The Runner go90,36
Dual Survival,This Hour Has 22 Minutes,88
Dual Survival,Dear Uge,10
NINA - série,CUT la série,13
NINA - série,Plus Belle La Vie,21
NINA - série,Le magazine de la santé,35
New Day NW,Rob Dyrdek's Fantasy Factory,80
New Day NW,Downton Abbey,28
New Day NW,Dude You're Screwed,95
New Day NW,Extreme Couponing,30
New Day NW,The Voice,58
New Day NW,The Crown,51
New Day NW,Entourage,36
New Day NW,KING 5 Evening,73
New Day NW,True Blood,86
New Day NW,MORE FOX5,53
Herr Fuchs und Frau Elster,Moppi,51
Herr Fuchs und Frau Elster,Sandmann und Freunde,56
Herr Fuchs und Frau Elster,Schnatterinchen,41
Herr Fuchs und Frau Elster,Nerd Alert,6
Mom,Sunnyside on City,9
RTL Nord,RTL Nord,53
Planeta Calleja,Las Mañanas de Cuatro,16
The Newsroom,Good Game,85
The Newsroom,NewsWatch Television,93
SBS INSIGHT,SBS Dateline,74
SBS INSIGHT,Catalyst,76
Country Buck$ on A&E,The Returned on A&E,21
Country Buck$ on A&E,Nightwatch,78
Country Buck$ on A&E,Storage Wars: Texas on A&E,11
Country Buck$ on A&E,A&E Investigates: The First 48,64
Country Buck$ on A&E,Donnie Loves Jenny,67
Country Buck$ on A&E,Heartland Bowhunter,46
Inside Amy Schumer,Man v. Food Nation,19
Profissão Repórter,Como Será?,85
Profissão Repórter,Globo Rural,6
Profissão Repórter,The Hotel,78
Preachers' Daughters,The Bible Series,9
Preachers' Daughters,Devious Maids,62
Preachers' Daughters,Bring It,67
Dr Kildare - TV Show,Falcon Crest,79
Orphan Black,Humans,31
Vanguarda Comunidade,Vanguarda Mix,82
Vanguarda Comunidade,Roteiro Vanguarda,81
Blue Collar Backers,All My Children,78
L'ÉTÉ INDIEN,"""Le Québec ",76
L'ÉTÉ INDIEN,Accès illimité,45
Don Matteo,Un Medico in Famiglia,89
Don Matteo,Festival di Sanremo,37
Don Matteo,Ballando con le stelle,86
Mamy Cię TVN,BITWA O DOM TVN,74
Mamy Cię TVN,Piekielny Hotel TVN,94
Nightly Business Report (NBR),FRONTLINE,25
Good Game,Kitchen Cabinet with Annabel Crabb,69
Good Game,Rake,9
Good Game,Catalyst,21
Good Game,Falling Skies,22
Mitten im Leben,Arranged,48
Mitten im Leben,Das Supertalent,25
Mitten im Leben,Schwiegertochter gesucht,45
Mitten im Leben,Mario Barth deckt auf!,35
Mitten im Leben,Bauer sucht Frau,31
Mitten im Leben,Vermisst,85
Nos Chers Voisins,Camping paradis,78
Nos Chers Voisins,"""Joséphine  Ange Gardien""",92
Le SAV d'Omar et Fred,LE ZAPPING,60
Le SAV d'Omar et Fred,Animal Planet's Too Cute,81
Đường lên đỉnh Olympia,Thời sự VTV,95
The Courtship of Eddie's Father,Tiempos de guerra,52
The Courtship of Eddie's Father,Falcon Crest,89
Married with Children,Modern Family,62
Bawal Ang Pasaway,Investigative Documentaries,22
Bawal Ang Pasaway,Bubble Gang,82
Vaya Semanita,El Intermedio,35
Plus Belle La Vie,Harry,34
The Island M6,Al Jazeera: Head to Head,77
Koch mit! Oliver,Tadhana GMA,61
Koch mit! Oliver,2 Minuten 2 Millionen,24
SPORT1 Fantalk,SPORT1 US,26
SPORT1 Fantalk,Pataas,39
SPORT1 Fantalk,SPORT1 Handball,24
SPORT1 Fantalk,Die PS PROFIS - Mehr Power aus dem Pott,59
CNN Directo USA,CNN en Marcha,68
CNN Directo USA,Café CNN,71
CNN Directo USA,CNN Dinero,44
Playing House,Mr. Robot,77
Playing House,Match Game on ABC,5
Playing House,Complications,62
Playing House,First Impressions with Dana Carvey,30
Affari  Tuoi,Ballando con le stelle,68
Météo à la carte,Des chiffres et des lettres (Officiel),67
ZDF zoom,37 Grad,75
LE ZAPPING,MasterChef,95
Quotidien avec Yann Barthès,Animal Planet's Too Cute,67
Sunnyside on City,Seed,59
Sunnyside on City,Cityline,43
Sunnyside on City,Modern Family,86
Sunnyside on City,Breakfast Television Vancouver,95
Sunnyside on City,Family Guy,20
Sunnyside on City,The Last Man on Earth,50
37 Grad,ZDF log in,14
37 Grad,Herzkino im ZDF,42
37 Grad,Frontal21,75
Vermisst,Papá a Toda Madre,80
Vermisst,Schwiegertochter gesucht,50
Vermisst,ESPN Polo,69
ABC World News Tonight with David Muir,ABC 20/20,14
ABC World News Tonight with David Muir,Dear Uge,76
ABC World News Tonight with David Muir,Nightline,82
ABC World News Tonight with David Muir,This Hour Has 22 Minutes,87
ABC World News Tonight with David Muir,This Week,55
Monica the Medium,Queen of the South,23
Drop Dead Diva,Abby's Studio Rescue,60
Drop Dead Diva,Dance Moms,85
Drop Dead Diva,Devious Maids,37
公視 聽聽看,公視 勝利催落去,55
Marine Boy (1968),DC Cartoons,20
The Muppets ABC,The Muppets,6
The Muppets ABC,Vamos con todo,55
Downton Abbey,Queen of the South,32
Downton Abbey,Lorraine,57
Downton Abbey,Coronation Street,76
Downton Abbey,All Star Mr & Mrs,6
Downton Abbey,Falcon Crest,77
Downton Abbey,The Crown,80
Downton Abbey,Entourage,14
Downton Abbey,KING 5 Evening,94
L'Affiche de la Semaine,Zuhause im Glück,34
L'Affiche de la Semaine,Berlin - Tag & Nacht,95
L'Affiche de la Semaine,Die Kochprofis,67
L'Affiche de la Semaine,THE DOME,25
L'Affiche de la Semaine,Die Wollnys - Eine schrecklich große Familie,5
L'Affiche de la Semaine,Sarah & Pietro,56
The Challenge,Guy Code,68
The Challenge,Real World,65
Hell's Kitchen Australia,Coronation Street,61
Sanford and Son,Thug Notes,21
The Chew,Mind Games,23
The Chew,Revenge,23
The Chew,Betrayal,89
The Chew,Wife Swap,29
The Chew,Dancing with the Stars,30
The Chew,Happy Endings,64
The Chew,Modern Family,86
The Chew,Nashville,62
The Chew,Whodunnit?,70
The Chew,Bet on Your Baby,50
The Chew,Les Tutos,66
The Chew,Ella es tu padre,50
The Chew,Rookie Blue,22
The Chew,Super Fun Night,7
The Chew,Lucky 7,41
The Chew,Timeless,84
The Chew,"""Bem amigo""",10
Solsidan,Hellenius Hörna,24
If Loving You is Wrong,Love Thy Neighbor,70
If Loving You is Wrong,For Better Or Worse,90
If Loving You is Wrong,The Voice of Italy,9
MSNBC Live with Thomas Roberts,Mystery Girls,70
MSNBC Live with Thomas Roberts,Melissa & Joey,22
獨立特派員,流言追追追,69
Restaurant: Impossible,Queen of the South,31
Myanmar Idol,FOX & Friends Weekend,23
The State,My Big Fat American Gypsy Wedding,57
The State,Extreme Couponing,54
The State,Miami Ink,87
The State,Four Weddings,67
The State,Say Yes to the Dress,24
ARTE Metropolis,ARTE Journal,80
ARTE Metropolis,ttt - titel thesen temperamente,26
ARTE Metropolis,ARTE Philosophie,79
DC on The CW,Hver gang vi møtes,36
DC on The CW,Farmen,19
Moppi,Sandmann und Freunde,26
Moppi,Schnatterinchen,49
American Crime Story,Tyrant,14
American Crime Story,FEUD: Bette and Joan,70
American Crime Story,Taboo FX,14
MORE FOX5,Lip Sync Battle,88
Hoarders on A&E,Longmire,52
Sin Identidad,Tiempos de guerra,66
Stargate Atlantis,Stargate Universe,41
Breakfast Television Vancouver,Dancing with the Stars,13
Breakfast Television Vancouver,Seed,59
Breakfast Television Vancouver,Cityline,80
ZDF heute-show,ZDF log in,63
ZDF heute-show,Frontal21,44
ZDF heute-show,W wie Wissen,88
ZDF heute-show,Malaterra,40
ZDF heute-show,nissa,72
Cambodian Idol,American Idol,46
Cambodian Idol,The Voice Cambodia,57
三立華劇,三立華劇,8
THE DOME,The X Factor,95
THE DOME,Zuhause im Glück,33
THE DOME,Berlin - Tag & Nacht,58
THE DOME,Die Wollnys - Eine schrecklich große Familie,92
THE DOME,Die Kochprofis,41
THE DOME,Sarah & Pietro,12
Jour Polaire,Up on MSNBC,58
Jour Polaire,MSNBC Live with José Díaz-Balart,10
Humorously Yours,The Young and the Restless,6
Humorously Yours,Person of Interest,10
Tyrant,Taboo FX,43
SportsNation,ESPN College Basketball,18
SportsNation,Nacion ESPN,22
SportsNation,College GameDay,38
Hey Kentucky,ttt - titel thesen temperamente,78
Hey Kentucky,ARTE Philosophie,44
Hey Kentucky,ARTE Journal,57
ITV Border,Akademi Fantasia,44
ITV Border,ITV Wales,21
Betrayal,Mind Games,50
Betrayal,Modern Family,44
Betrayal,Revenge,41
Betrayal,Wife Swap,71
Betrayal,Dancing with the Stars,35
Betrayal,Nashville,20
Betrayal,Whodunnit?,22
Betrayal,Bet on Your Baby,22
Betrayal,Les Tutos,45
Betrayal,Rookie Blue,65
Betrayal,Super Fun Night,61
Betrayal,Lucky 7,64
Betrayal,Timeless,12
RightThisMinute,6abc Action News,17
RightThisMinute,Streamy Awards,35
RightThisMinute,Daily Blast LIVE,92
WDR Lokalzeit OWL,Litton's Weekend Adventure,28
WDR Lokalzeit OWL,WDR Lokalzeit aus Dortmund,20
All My Children,One Life to Live,26
The Oath on Crackle,Huomenta Suomi,54
7.3,Kitchen Cabinet with Annabel Crabb,33
7.3,Foreign Correspondent,27
7.3,Rake,19
Let's Make A Deal,Queen of the South,69
Let's Make A Deal,The Whispers,12
Let's Make A Deal,Criminal Minds,78
Let's Make A Deal,The Young and the Restless,34
Let's Make A Deal,Person of Interest,26
India's Got Talent,Khatron Ke Khiladi,83
Seed,G4TV Canada,74
Seed,Cityline,67
Tigerenten Club,W wie Wissen,24
Gainesville on CMT,O Ses Türkiye,9
CW39,Dog Whisperer with Cesar Millan: Family Edition,46
True Life,The Voice Teens Abscbn,17
MasterChef Mx,Venga la Alegría,33
Parental Control,Room Raiders,66
Świat według Kiepskich,Policjantki i policjanci - serial,66
Świat według Kiepskich,Pierwsza miłość,88
About a Boy,Queen of the South,78
About a Boy,The Biggest Loser,23
Newlyweds: The First Year,The Morning Show,81
ARTE Journal,28 minutes,10
ARTE Journal,ARTE Reportage,60
SportsBeat,KSL Outdoors Show,45
The Voice,Revolution,34
The Voice,Saturday Night Live,63
The Voice,The Voice of Italy,39
The Voice,The Biggest Loser,15
The Voice,Smash,36
The Voice,Access,52
The Voice,30 Rock,19
The Voice,10 on Top,21
The Voice,What's On 6,56
The Voice,The Gherm Guys,53
Mario Barth deckt auf!,Bauer sucht Frau,83
Mario Barth deckt auf!,Das Supertalent,90
Mario Barth deckt auf!,Schwiegertochter gesucht,85
WECT News,Sunday Night Football on NBC,33
SBS Dateline,101 East - Al Jazeera,42
La Brigadière,Lâchés Lousses,91
El Tiempo en TVE,Aquí la Tierra,36
No Tomorrow,Las Mañanas de Cuatro,65
Stromberg,AUSSENSEITER SPITZENREITER,59
30 minuts,Tunnel,59
30 minuts,POLÒNIA,80
30 minuts,FRONTLINE,54
ESPN Bike,ESPN Woman,95
Ice Road Truckers on HISTORY,SportsCenter ESPN,20
Ice Road Truckers on HISTORY,The Legend of Shelby the Swamp Man,74
Ice Road Truckers on HISTORY,Men Women Wild,42
Ice Road Truckers on HISTORY,Pawn Stars on History,43
Ice Road Truckers on HISTORY,Good Behavior,60
Ice Road Truckers on HISTORY,Mountain Men,30
Ice Road Truckers on HISTORY,Vikings,29
Gortimer Gibbon's Life on Normal Street,Queen of the South,18
Scandal Canal+,Shameless France,6
Planeta SporTV,Sensei Combate - Sportv,37
Detektor - DR,Debatten - DR,69
Detektor - DR,DR2 Dokumania,50
Lucky 7,Mind Games,71
Lucky 7,Modern Family,44
Lucky 7,Whodunnit?,75
Lucky 7,Revenge,43
Lucky 7,Wife Swap,22
Lucky 7,Dancing with the Stars,76
Lucky 7,Nashville,43
Lucky 7,Bet on Your Baby,10
Lucky 7,Les Tutos,56
Lucky 7,Rookie Blue,43
Lucky 7,Super Fun Night,25
Lucky 7,Timeless,59
Viajando con Chester,Las Mañanas de Cuatro,81
My Kitchen Rules,The Grinder,73
My Kitchen Rules,Cooper Barrett's Guide to Surviving Life,38
My Kitchen Rules,Son of Zorn,41
My Kitchen Rules,The Four,84
My Kitchen Rules,Living Biblically,57
My Kitchen Rules,Bordertown,87
My Kitchen Rules,New Year's Eve on FOX,61
My Kitchen Rules,Lucifer,55
My Kitchen Rules,Lethal Weapon FOX,91
My Kitchen Rules,So You Think You Can Dance,79
My Kitchen Rules,Showtime At The Apollo,10
My Kitchen Rules,World’s Funniest,39
My Kitchen Rules,Beat Shazam,94
My Kitchen Rules,You The Jury,26
My Kitchen Rules,Family Guy,45
My Kitchen Rules,LA to Vegas,24
My Kitchen Rules,The Last Man on Earth,58
LE MONDE EN FACE,C à vous,11
LE MONDE EN FACE,Le magazine de la santé,47
LE MONDE EN FACE,La Maison France 5,62
LE MONDE EN FACE,Silence ça pousse,50
SAT.1 Ratgeber,Auf Streife,21
HLN News Now,Dr. Drew HLN,90
HLN News Now,Morning Express with Robin Meade,15
"""Joséphine  Ange Gardien""",Camping paradis,50
"""Joséphine  Ange Gardien""",Election Miss France,84
"""Joséphine  Ange Gardien""",Danse avec les stars,55
"""Joséphine  Ange Gardien""",Les Feux de l'Amour,91
101 East - Al Jazeera,UpFront,64
101 East - Al Jazeera,Inside Story,62
101 East - Al Jazeera,Al Jazeera: Head to Head,40
SRF Heimatland,SRF Einstein,25
SRF Heimatland,SRF DOK,84
SRF Heimatland,SRF Meteo,28
Debatten - DR,Vi ses hos Clement,70
Debatten - DR,DR2 Dokumania,62
TEC,América Espectáculos,60
La Voz Kids Colombia,Cooper's Treasure,54
Mi Mamá Cocina Mejor Que La Tuya,América Espectáculos,82
Son of Zorn,The Grinder,54
Son of Zorn,Cooper Barrett's Guide to Surviving Life,89
Son of Zorn,Living Biblically,36
Son of Zorn,Bordertown,87
Son of Zorn,New Year's Eve on FOX,63
Son of Zorn,Lucifer,57
Son of Zorn,Lethal Weapon FOX,78
Son of Zorn,So You Think You Can Dance,74
Son of Zorn,Showtime At The Apollo,10
Son of Zorn,World’s Funniest,50
Son of Zorn,Beat Shazam,76
Son of Zorn,You The Jury,46
Son of Zorn,Family Guy,65
Son of Zorn,LA to Vegas,54
Son of Zorn,The Last Man on Earth,16
Une saison au ZOO,Hélène et les animaux,49
Utopia NL,Koffietijd / 5 Uur Live,61
Heimatrauschen,Landfrauenküche,40
Heimatrauschen,schlachthof,88
Heimatrauschen,Wir in Bayern,61
Ten News,The Spoils Before Dying,51
Ten News,Ten Eyewitness News Perth,75
AL ROJO VIVO,Si Se Puede,95
AL ROJO VIVO,CTVPowerPlay,67
AL ROJO VIVO,La Voz Kids,22
AL ROJO VIVO,Gran Hermano US,80
AL ROJO VIVO,Un Nuevo Día,15
AL ROJO VIVO,Rise,11
AL ROJO VIVO,Camelia la Texana,22
"""I Love You  America""",ARD-Rechtsredaktion,62
"""I Love You  America""",Landesschau Rheinland-Pfalz,30
"""I Love You  America""",Nachtcafé - Die SWR Talkshow,44
Whodunnit?,Mind Games,50
Whodunnit?,Modern Family,5
Whodunnit?,Revenge,71
Whodunnit?,Wife Swap,64
Whodunnit?,Dancing with the Stars,54
Whodunnit?,Nashville,84
Whodunnit?,Bet on Your Baby,47
Whodunnit?,Les Tutos,85
Whodunnit?,Rookie Blue,77
Whodunnit?,Super Fun Night,51
Whodunnit?,Timeless,86
Whodunnit?,"""Bem amigo""",35
Boss,Da Vinci's Demons,82
Significant Mother,La Noche en 24 Horas,87
Significant Mother,Dog Whisperer with Cesar Millan: Family Edition,54
LA to Vegas,The Grinder,67
LA to Vegas,Cooper Barrett's Guide to Surviving Life,73
LA to Vegas,The Four,26
LA to Vegas,Living Biblically,74
LA to Vegas,Bordertown,8
LA to Vegas,New Year's Eve on FOX,8
LA to Vegas,Family Guy,76
LA to Vegas,Lucifer,40
LA to Vegas,Lethal Weapon FOX,70
LA to Vegas,So You Think You Can Dance,29
LA to Vegas,Showtime At The Apollo,49
LA to Vegas,World’s Funniest,81
LA to Vegas,Beat Shazam,21
LA to Vegas,You The Jury,37
LA to Vegas,The Last Man on Earth,77
SPORT1 US,Die PS PROFIS - Mehr Power aus dem Pott,73
Tirsdagsanalysen,Franken-Tatort,8
Jeremy Kyle,Coronation Street,73
Jeremy Kyle,Lorraine,81
Jeremy Kyle,Two Tribes,52
Thời sự VTV,Bữa trưa vui vẻ,45
Thời sự VTV,5Plus Online,82
Thời sự VTV,Điều ước thứ 7,58
Grey's Anatomy France,Pamela a la Tarde,44
Grey's Anatomy France,FRINGE France,23
Grey's Anatomy France,Mentalist France,61
Grey's Anatomy France,Les Feux de l'Amour,22
Tu Cara No Me Suena Todavía,Tu Cara Me Suena,48
BITWA O DOM TVN,Rozmowy w Toku,15
BITWA O DOM TVN,Piekielny Hotel TVN,93
BITWA O DOM TVN,Top Model TVN,81
BITWA O DOM TVN,Perfekcyjna Pani Domu TVN,21
Count Duckula TV,Farma,31
Pawn Stars on History,SportsCenter ESPN,5
Pawn Stars on History,The Legend of Shelby the Swamp Man,13
Pawn Stars on History,Men Women Wild,10
Pawn Stars on History,Chef's Table,48
Pawn Stars on History,Good Behavior,8
Pawn Stars on History,Mountain Men,30
Pawn Stars on History,Vikings,45
Heartland Bowhunter,Drury Outdoors,57
Heartland Bowhunter,Buck Commander,70
Nashville,Queen of the South,76
Nashville,Mind Games,73
Nashville,Modern Family,19
Nashville,Revenge,15
Nashville,Wife Swap,86
Nashville,Dancing with the Stars,57
Nashville,Rookie Blue,13
Nashville,Super Fun Night,58
Nashville,Access,82
Nashville,"""Bem amigo""",74
Nashville,The Gherm Guys,28
Shine a Light TODAY,Kathie Lee and Hoda,36
Mini TFO,Caillou,66
Mini TFO,Flip TFO,22
Apocalipse,Câmera Record,68
Apocalipse,Fala Brasil,76
Apocalipse,Page Six TV,86
Le magazine de la santé,C à vous,89
Le magazine de la santé,Silence ça pousse,86
Le magazine de la santé,La Maison France 5,80
Le magazine de la santé,Nus et Culottés,8
Summer Break,E=M6,66
Summer Break,Un diner presque parfait,53
L.A. Hair,tvN 신서유기,30
L.A. Hair,Queen of the South,69
Tá no Ar,Mistura com Rodaika,52
Tá no Ar,BBB,75
Downward Dog,Boundless,15
Downward Dog,Friday Night Tykes,12
Hotel Cæsar,Farmen,41
Man Seeking Woman,Animation Domination FXX,91
Man Seeking Woman,You're the Worst,85
El Príncipe,Chiringuito de Pepe,71
Washington Week,FRONTLINE,55
LUKE! Die Woche und ich,The Voice Kids,83
Real Husbands of Hollywood,The Real,64
Real Husbands of Hollywood,Access,12
Flip TFO,Rêve de Champlain,26
Sisters,Suskunlar,60
Sisters,The Spoils Before Dying,34
The Legend of Shelby the Swamp Man,SportsCenter ESPN,33
